"UID","BID","Score"
6,15631,5.0
6,762,4.5
6,773,5.0
6,15630,5.0
6,15636,5.0
6,757,5.0
6,785,4.0
6,408,5.0
6,205,5.0
6,788,4.5
6,90,5.0
6,833,5.0
6,15633,5.0
6,6038,4.5
6,15632,4.5
6,754,5.0
6,786,5.0
6,780,5.0
6,794,4.0
6,15635,5.0
6,2308,4.5
6,767,4.0
6,779,4.5
6,748,5.0
6,750,5.0
7,803,4.0
7,15656,3.5
7,15653,4.0
7,15654,3.5
7,15650,4.0
7,15652,4.0
7,15646,4.0
7,15651,4.5
7,15644,4.0
7,15655,3.5
7,804,4.0
7,15645,4.0
7,802,4.0
7,15641,3.5
7,15642,4.0
7,15643,4.0
7,15657,3.0
7,816,3.0
7,15640,3.5
7,15639,3.5
7,819,5.0
7,815,3.5
7,801,3.5
7,812,4.0
7,814,4.5
7,15658,4.0
7,6342,4.5
7,15638,4.5
7,823,4.0
7,817,3.5
7,829,4.0
7,809,2.5
7,824,3.5
7,813,4.0
7,811,4.0
7,7858,3.5
7,7291,1.0
7,15637,4.5
7,828,4.0
7,826,4.0
7,15659,4.0
7,830,4.0
7,806,4.0
7,827,4.0
8,854,3.0
8,867,3.5
8,853,3.0
8,849,3.5
8,857,2.0
8,851,3.5
8,837,3.5
8,834,4.0
8,847,3.0
8,846,3.0
8,836,2.0
8,855,3.0
8,841,2.0
8,861,3.5
8,852,3.5
8,873,4.0
8,874,4.0
8,860,3.0
8,865,5.0
8,869,3.5
8,866,4.0
8,871,3.5
8,872,3.5
8,858,4.0
8,856,4.0
8,870,3.0
8,835,4.0
8,862,2.5
9,909,2.0
9,908,2.0
9,910,2.0
9,915,5.0
9,897,3.0
9,896,5.0
9,905,4.5
9,907,2.5
9,911,5.0
9,906,2.0
9,895,4.5
9,898,4.5
9,901,4.5
9,900,4.5
9,899,3.0
9,902,5.0
9,154759,2.5
9,903,5.0
9,408,1.5
9,914,3.5
9,904,5.0
10,1008,4.0
10,1011,5.0
10,397,5.0
10,15668,4.5
10,998,3.0
10,985,4.0
10,1430,5.0
10,1007,5.0
10,1017,4.0
10,1010,5.0
10,990,4.0
10,1009,1.5
10,15664,5.0
10,15675,5.0
10,1003,5.0
11,231,4.0
11,1107,4.0
11,1106,4.0
11,1098,5.0
11,1118,5.0
11,1104,3.5
11,1102,4.5
11,1091,5.0
11,1095,4.0
11,1108,4.0
11,1111,5.0
11,1115,4.0
11,1117,4.0
11,1101,5.0
11,1120,4.5
11,1097,5.0
11,1096,5.0
11,1105,3.5
11,1093,2.0
11,563,4.5
11,1116,3.5
11,1110,4.0
11,1121,3.5
12,1163,4.0
12,1164,2.5
12,246844,5.0
12,1169,5.0
12,153242,5.0
12,1162,1.5
12,1166,3.0
12,1161,2.5
12,1165,1.5
12,244000,4.0
12,246843,3.0
12,1170,4.5
12,243999,3.5
12,210690,3.5
12,4489,3.0
12,243998,3.5
13,15680,5.0
13,977,3.0
13,2769,3.0
13,15702,4.0
13,15707,4.5
13,2528,4.5
13,15689,5.0
13,14954,5.0
13,15724,2.5
13,15713,5.0
13,15692,5.0
13,1777,5.0
13,15678,5.0
13,1213,2.0
13,94,4.5
13,1201,2.5
13,15684,5.0
13,1200,5.0
13,287,5.0
13,15721,4.5
13,1922,5.0
13,8209,4.5
13,6336,5.0
13,15704,5.0
13,15723,2.5
13,15687,4.5
13,15705,4.5
13,15699,4.0
13,1337,2.5
13,15716,4.5
13,1202,3.5
13,748,5.0
13,1215,5.0
13,18959,5.0
13,15712,5.0
13,679,5.0
13,38117,4.5
13,15722,2.5
13,1818,5.0
13,1209,5.0
14,1311,2.0
14,1301,2.5
14,1315,3.5
14,2554,4.0
14,162,4.0
14,1292,4.0
14,1294,4.5
14,1312,5.0
14,15736,3.0
14,1322,3.0
14,1305,4.0
14,1494,3.0
14,1319,2.5
14,1318,4.0
14,15737,4.0
14,1290,3.5
14,1309,3.5
14,1302,2.5
14,15744,4.0
14,15738,3.5
14,1287,4.0
14,1317,4.0
14,1300,2.5
14,1299,4.0
14,1313,3.5
15,1393,4.0
15,1392,4.0
15,15756,3.5
15,15745,4.5
15,15755,4.0
15,12922,4.0
15,15750,3.5
15,15757,3.0
15,244002,3.0
15,15759,5.0
15,15760,4.5
15,1391,2.5
15,1388,3.5
15,15747,4.5
15,28697,4.0
15,647,4.5
15,1381,4.5
15,1395,4.5
15,15751,2.5
15,32659,4.0
15,15761,4.5
15,124441,5.0
15,1383,5.0
15,1105,2.5
15,15748,5.0
15,6144,4.0
15,389,4.0
15,1394,4.5
15,15758,3.5
15,5046,4.5
16,1513,3.5
16,1486,3.5
16,1505,3.0
16,1495,4.0
16,1499,3.5
16,1490,3.5
16,1509,2.5
16,706,3.5
16,1503,3.0
16,1498,4.0
16,1504,3.5
16,1507,3.5
16,1496,3.5
16,1506,3.5
16,1489,3.0
16,1511,4.0
16,1487,4.0
16,1518,3.5
16,1520,3.5
16,1521,4.0
16,134,3.5
16,1485,4.0
16,1519,4.5
16,1488,3.5
17,15777,4.5
17,15791,1.0
17,15783,4.0
17,1624,3.5
17,15794,4.5
17,15776,4.5
17,1629,4.5
17,15788,3.5
17,1631,4.0
17,1620,4.0
17,15773,4.5
17,15770,3.0
17,1618,4.0
17,15785,4.0
17,15771,4.5
17,15772,4.5
17,1627,5.0
17,15793,3.5
17,15787,4.5
17,15786,4.5
17,15781,4.5
17,15768,2.5
17,1628,4.0
17,725,4.0
17,1263,4.5
17,15780,4.5
17,15762,4.0
17,748,4.5
17,15795,4.0
17,1615,4.0
17,15784,4.5
17,8196,4.0
17,1632,3.5
17,1621,3.5
17,15789,3.5
17,15769,4.0
17,1613,3.0
17,1619,3.5
17,15774,4.5
17,15775,4.5
17,1616,4.5
17,1617,4.5
17,1630,5.0
17,1625,4.0
17,1638,4.0
17,15763,4.0
17,15792,3.0
18,1672,5.0
18,1663,5.0
18,1677,4.5
18,1667,4.5
18,1674,4.5
18,1659,5.0
18,1661,5.0
18,1666,5.0
18,1668,4.5
18,1662,4.5
18,1673,5.0
18,1660,5.0
18,1676,5.0
18,1671,5.0
18,1675,5.0
18,1656,5.0
18,1657,4.5
18,1670,3.0
18,1669,5.0
18,1665,5.0
18,1658,5.0
18,1664,5.0
19,15868,4.5
19,10791,3.5
19,15844,4.0
19,1803,3.0
19,1816,3.5
19,1824,3.5
19,15807,4.0
19,15856,4.0
19,2622,4.0
19,15849,4.0
19,1822,3.5
19,1825,3.5
19,15847,4.0
19,15846,4.0
19,15848,3.5
19,12122,3.5
19,15820,4.0
19,15855,3.0
19,15829,3.0
19,1421,4.0
19,67,3.0
19,15839,3.0
19,15828,3.5
19,15837,3.5
19,15841,2.5
19,9101,3.5
19,15813,4.0
19,15863,3.5
19,15826,4.0
19,14290,3.5
19,15806,3.5
19,15827,3.5
19,1800,3.5
19,3269,3.5
19,1373,3.5
19,2430,4.0
19,15843,2.5
19,1815,3.0
19,3490,2.5
19,1263,4.0
19,15845,4.5
19,2742,5.0
19,5283,3.5
19,15835,3.0
19,12182,3.0
19,15862,3.5
19,15860,4.0
19,15805,3.5
19,10573,3.5
19,15831,3.5
19,15809,4.0
19,1804,4.0
19,15864,4.0
19,15818,3.0
19,1820,3.0
19,11429,3.0
19,15852,3.0
19,15853,3.0
19,15804,4.5
19,15834,3.5
19,15802,3.5
19,15808,3.5
19,15801,3.0
19,15824,3.0
19,1812,3.5
19,15832,3.5
19,15859,3.5
20,238,2.5
20,15913,4.5
20,1849,4.5
20,15897,2.5
20,1429,5.0
20,1852,2.0
20,15904,2.5
20,1846,3.0
20,15898,2.5
20,1839,3.0
20,15910,3.5
20,15912,3.5
20,1833,3.5
20,26,2.5
20,15888,3.0
20,244,5.0
20,15902,2.5
20,1829,2.0
20,15890,1.5
20,15880,3.0
20,647,4.0
20,291,4.0
20,1832,5.0
20,15906,3.5
20,516,5.0
20,308,2.5
20,207,2.5
20,6583,2.5
20,12889,5.0
20,1845,4.0
20,15893,3.5
20,13068,5.0
20,15899,4.5
20,2033,2.0
20,15909,3.0
20,15886,2.5
20,1525,5.0
20,706,4.0
20,4984,3.5
20,6059,2.0
20,15900,5.0
20,1844,5.0
20,1838,5.0
20,15887,4.0
20,1850,4.5
20,1843,3.5
21,231,4.0
21,1941,4.0
21,1511,4.0
21,1932,4.0
21,1933,3.5
21,1950,4.5
21,1945,4.0
21,1951,4.5
21,1942,3.5
21,1940,3.5
21,1931,4.0
21,1947,2.5
21,1935,0.5
21,1938,3.0
21,1937,3.5
22,1987,2.5
22,1986,2.0
22,1977,2.5
22,1976,3.0
22,1981,3.5
22,1984,3.5
22,1989,3.0
22,1985,4.0
22,1979,2.0
22,1983,3.0
22,1978,2.0
22,1988,3.5
22,1980,3.5
22,1975,3.5
22,1974,2.5
22,1982,3.0
23,2055,5.0
23,2075,5.0
23,15916,4.0
23,2060,3.0
23,15918,4.0
23,2053,5.0
23,4509,5.0
23,15919,4.0
23,1673,2.5
23,2050,0.5
23,2056,5.0
23,2077,5.0
23,1553,5.0
23,2043,3.5
23,2052,5.0
23,1131,3.5
23,15915,4.5
23,2051,5.0
23,2044,0.5
23,2080,2.5
23,2049,5.0
23,2059,3.5
23,2069,4.5
23,2054,5.0
24,15960,2.5
24,15945,4.5
24,15982,5.0
24,15964,4.0
24,15941,3.5
24,2784,4.5
24,2134,4.0
24,15987,5.0
24,15957,4.0
24,15992,2.5
24,2135,0.5
24,2159,2.5
24,15996,4.5
24,5154,4.0
24,15946,3.5
24,994,2.5
24,6667,3.5
24,16004,1.0
24,16012,4.0
24,15972,5.0
24,15967,3.5
24,17682,3.5
24,15924,3.5
24,2161,3.0
24,2131,4.5
24,577,3.5
24,15994,4.0
24,13789,3.5
24,26,0.5
24,15958,4.0
24,15993,2.5
24,16001,4.5
24,15977,4.0
24,16006,5.0
24,15943,5.0
24,597,4.0
24,15944,5.0
24,16009,2.5
24,16007,3.5
24,5918,4.5
24,2143,5.0
24,15955,4.5
24,15976,4.0
24,15973,4.5
24,15962,4.0
24,15971,5.0
24,16000,3.5
24,15999,4.0
24,4022,4.5
24,1337,4.5
24,15923,2.0
24,15985,4.5
24,16008,2.5
24,15990,4.5
24,15991,4.0
24,15986,2.5
24,15989,4.0
24,15922,1.5
24,3703,5.0
24,2160,2.5
24,1489,2.5
24,2158,3.0
24,8234,4.0
24,15984,4.5
24,4163,4.5
24,15920,3.5
24,16005,5.0
24,2142,5.0
24,15983,4.0
24,2145,3.5
24,2164,3.0
24,15926,2.0
24,2153,3.5
24,2130,4.5
24,2144,3.5
24,2132,3.0
24,2162,3.0
24,15921,2.5
24,15931,3.5
24,15928,4.0
24,2150,5.0
24,2163,2.5
24,15925,5.0
24,2141,3.5
24,2139,4.0
24,2138,3.0
24,15932,3.5
24,2157,4.0
24,15975,2.5
24,15938,4.0
24,2155,3.0
25,2265,5.0
25,2254,5.0
25,2255,5.0
25,2245,2.5
25,107,5.0
25,2256,5.0
25,2262,5.0
25,2232,4.0
25,2257,3.5
25,2240,5.0
25,16017,3.5
25,16016,4.5
25,16014,5.0
25,2252,4.0
25,16015,5.0
25,2266,4.5
25,2259,5.0
25,2261,5.0
25,563,5.0
25,2253,5.0
25,2230,5.0
25,2243,4.5
25,2241,4.0
25,1464,2.5
25,2238,4.5
25,2248,5.0
25,2260,5.0
25,2258,5.0
25,1322,2.5
25,2249,3.0
25,28,4.0
26,16096,4.0
26,16027,5.0
26,16044,5.0
26,16084,5.0
26,16074,0.5
26,16085,5.0
26,16045,4.0
26,2312,3.0
26,16063,5.0
26,2318,5.0
26,2232,5.0
26,16093,0.5
26,2319,4.0
26,16103,4.0
26,16049,5.0
26,2332,4.5
26,2324,5.0
26,16086,3.0
26,16088,5.0
26,16055,5.0
26,2329,0.5
26,2340,5.0
26,16076,4.5
26,16092,3.5
26,2323,5.0
26,2311,1.5
26,9318,5.0
26,13406,3.5
26,16095,4.5
26,2317,5.0
26,16094,1.5
26,2322,4.0
26,16089,4.5
26,16051,5.0
26,16069,5.0
26,16083,5.0
26,16099,5.0
26,16056,5.0
26,16050,5.0
26,16052,5.0
26,2316,5.0
26,1116,5.0
26,16091,4.5
26,16070,5.0
26,16042,5.0
26,16080,1.0
26,13947,3.0
26,2315,5.0
26,16073,4.5
26,1140,5.0
26,16098,5.0
26,2325,5.0
27,2468,2.5
27,2449,4.5
27,2448,4.5
27,2464,4.0
27,2453,4.5
27,2460,4.0
27,16104,2.5
27,2470,4.0
27,2452,4.5
27,2466,4.5
27,2454,4.0
27,2463,2.5
27,2469,4.0
27,2462,2.5
27,2447,4.0
27,2457,4.0
27,2455,4.0
27,2451,3.5
27,2450,4.5
27,2465,4.5
27,2461,2.5
27,2456,4.5
27,2458,4.0
27,2459,4.5
27,2467,2.5
28,2493,5.0
28,2498,5.0
28,2497,5.0
28,2489,5.0
28,2478,5.0
28,2496,5.0
28,2495,5.0
28,2494,5.0
28,2472,5.0
28,2492,5.0
28,2474,5.0
28,16112,5.0
28,2490,5.0
28,2491,2.5
28,2476,5.0
28,2475,5.0
28,16114,5.0
28,2487,5.0
28,2509,5.0
28,2480,5.0
28,2479,5.0
28,2499,5.0
28,2503,5.0
28,2481,5.0
28,16113,5.0
28,2477,5.0
28,16109,5.0
28,2508,5.0
28,1694,5.0
28,2500,5.0
28,2506,5.0
28,16106,5.0
28,2510,5.0
28,16105,5.0
28,2488,5.0
28,2471,5.0
28,16115,4.0
28,16107,5.0
28,2482,5.0
28,2504,5.0
28,1394,5.0
28,16111,5.0
28,2483,5.0
28,2484,5.0
28,2485,5.0
28,2505,5.0
28,2486,5.0
29,15188,5.0
29,15179,5.0
29,16172,4.5
29,16175,5.0
29,16192,2.5
29,16138,5.0
29,16139,5.0
29,16146,5.0
29,3296,5.0
29,4228,4.5
29,16135,5.0
29,15185,5.0
29,16189,4.0
29,1722,4.5
29,16154,4.0
29,4372,5.0
29,16141,3.5
29,16149,5.0
29,16144,4.5
29,2996,5.0
29,16143,5.0
29,16153,4.0
29,16152,4.0
29,16155,4.0
29,16136,5.0
29,14595,4.0
29,15237,5.0
29,16147,5.0
29,16148,5.0
29,3921,5.0
29,16133,5.0
29,16208,4.0
29,16134,2.5
29,16180,5.0
29,2523,3.5
29,189883,3.5
29,16184,4.5
29,16179,5.0
29,16173,5.0
29,2533,5.0
29,4466,5.0
29,16183,5.0
29,16204,5.0
29,16212,3.0
29,16214,2.5
29,16178,4.5
29,2524,4.0
29,16158,5.0
29,16137,5.0
29,16207,4.0
29,16128,4.0
29,16127,5.0
29,16157,4.5
29,16129,4.0
29,16130,4.5
29,16156,4.5
29,16131,4.0
29,4262,5.0
29,16132,4.0
29,16159,4.5
29,16160,4.5
29,12477,4.0
29,16161,5.0
29,12689,5.0
29,16168,5.0
29,16145,3.5
29,5431,4.5
29,3839,4.5
29,5432,4.5
29,6711,3.0
29,16162,5.0
29,16188,5.0
29,6867,5.0
29,2526,2.5
29,16185,5.0
29,16150,5.0
29,16182,4.5
29,16142,4.0
29,16176,5.0
29,16187,3.0
29,28579,3.5
29,1383,5.0
29,2525,4.0
29,2512,5.0
29,16165,3.5
29,16166,4.5
29,9837,4.0
29,9835,5.0
29,16163,3.0
29,16164,3.5
29,16213,5.0
29,16190,5.0
29,2515,5.0
29,16191,5.0
29,2511,3.5
29,5506,4.5
29,16118,3.5
29,14504,5.0
29,3688,5.0
29,2522,4.5
29,16193,4.0
29,2518,4.0
29,3687,5.0
29,3685,5.0
29,16186,3.5
29,2513,3.5
29,2531,3.5
29,16119,3.5
29,16174,5.0
29,2519,4.0
29,16215,3.5
29,3728,5.0
29,16202,3.0
29,2535,5.0
29,16216,5.0
29,2520,5.0
29,9022,4.0
29,16167,5.0
29,16170,5.0
29,16169,5.0
29,6709,5.0
29,2534,5.0
29,16177,5.0
29,9186,4.0
29,2809,4.5
29,16195,1.0
29,16196,1.0
29,16181,5.0
29,16203,3.0
30,2684,5.0
30,1472,4.5
30,16232,4.0
30,2677,4.0
30,16225,4.0
30,16283,3.5
30,16281,3.0
30,16282,4.5
30,2655,5.0
30,2675,3.5
30,2683,5.0
30,16238,3.0
30,16236,3.5
30,2657,5.0
30,3237,4.0
30,2686,4.0
30,2687,4.0
30,2688,4.0
30,16218,4.0
30,2143,5.0
30,3376,5.0
30,10328,5.0
30,12642,4.0
30,2656,5.0
30,2680,5.0
30,16302,4.5
30,2676,5.0
30,16251,3.0
30,16233,5.0
30,16229,5.0
30,16231,3.5
30,2654,4.0
30,16288,5.0
30,16247,3.5
30,2668,4.0
30,2682,5.0
30,2651,5.0
30,2672,5.0
30,2662,4.5
30,16297,3.5
30,16277,5.0
30,16286,4.0
30,2666,4.0
30,16241,0.5
30,16284,5.0
30,16254,5.0
30,2669,4.0
30,16279,4.0
30,2679,4.0
30,16276,4.5
30,16294,4.5
30,16223,4.0
30,2673,2.5
30,16272,3.5
30,16271,3.5
30,16280,2.5
30,16274,3.5
30,16298,3.0
30,16293,3.0
30,2678,5.0
30,2649,5.0
30,2648,5.0
30,4858,5.0
30,16273,3.5
30,10760,1.5
30,16278,5.0
30,2665,5.0
30,2663,5.0
30,2664,5.0
30,904,4.0
30,246,2.5
30,16227,4.0
30,2653,5.0
30,1000,4.0
30,4283,3.5
30,1302,5.0
30,16275,4.5
30,2647,5.0
30,16265,3.0
30,1789,4.0
30,16249,4.5
30,2652,5.0
30,10173,4.5
30,2661,4.0
30,16252,4.5
30,7511,5.0
30,16285,3.0
30,2646,5.0
30,16221,5.0
30,16224,4.0
30,2671,4.0
30,2674,4.0
30,16267,3.5
30,16255,5.0
30,2670,4.0
30,16239,3.5
30,16240,3.5
30,16295,3.5
30,2660,5.0
30,16289,4.0
30,16256,4.0
30,16262,3.5
30,16264,3.0
31,2809,5.0
31,2811,5.0
31,2814,4.0
31,2795,4.5
31,2789,4.5
31,2820,4.5
31,2792,5.0
31,2785,4.5
31,16312,4.5
31,2801,5.0
31,2815,4.0
31,2787,4.5
31,2804,4.5
31,2816,4.5
31,748,5.0
31,2812,5.0
31,16315,4.0
31,2790,4.0
31,16319,4.0
31,2802,4.5
31,16311,4.5
31,2104,4.0
31,2806,4.0
32,16459,4.5
32,16538,4.0
32,16418,4.0
32,16426,5.0
32,13829,4.5
32,16471,4.0
32,16546,4.5
32,2616,4.0
32,16623,2.5
32,16532,3.5
32,7084,5.0
32,16439,3.5
32,16202,5.0
32,16564,4.5
32,16521,4.5
32,16606,3.5
32,1597,5.0
32,16519,4.5
32,16555,4.5
32,16612,5.0
32,13537,2.5
32,16475,4.5
32,16506,5.0
32,16556,4.5
32,12469,4.5
32,13325,2.5
32,16620,2.5
32,16520,4.5
32,16454,3.5
32,1598,5.0
32,145,5.0
32,16169,4.5
32,16450,3.5
32,16540,5.0
32,16430,3.5
32,16476,4.0
32,16474,5.0
32,16513,4.0
32,2883,4.0
32,16610,2.5
32,1073,4.5
32,16592,3.5
32,2881,5.0
32,16569,4.0
32,16604,3.0
32,9415,5.0
32,16640,3.0
32,16554,4.0
32,16411,3.5
32,15605,5.0
32,7710,4.5
32,16536,4.5
32,16553,5.0
32,16528,3.5
32,16586,3.5
32,16414,5.0
32,16412,5.0
32,16413,5.0
32,16415,5.0
32,16410,5.0
32,16133,5.0
32,12477,5.0
32,16132,5.0
32,16131,5.0
32,16460,4.0
32,16539,4.0
32,16438,4.0
32,16461,5.0
32,16490,4.0
32,16478,3.0
32,16616,4.0
32,16605,2.0
32,16477,5.0
32,16441,5.0
32,12070,5.0
32,16558,1.5
32,16458,5.0
32,16423,5.0
32,16562,2.5
32,16512,4.0
32,16518,4.5
32,3126,5.0
32,16457,4.0
32,16470,5.0
32,16621,4.5
32,8148,4.5
32,16404,3.0
32,16419,5.0
32,16636,4.0
32,16446,5.0
32,16417,3.5
32,487,5.0
32,3435,4.0
32,3002,4.0
32,16583,3.5
32,16639,5.0
32,16617,2.5
32,16484,4.0
32,16602,3.0
32,16561,2.0
32,3688,5.0
32,3686,5.0
32,8355,4.0
32,16367,5.0
32,16398,2.5
32,3171,4.5
32,16574,1.5
32,16428,5.0
32,16632,4.5
32,16576,4.0
32,16448,4.0
32,758,2.5
32,16608,3.5
32,15968,4.5
32,16613,2.5
32,16614,4.0
32,14074,5.0
32,16557,3.5
32,16531,4.0
32,16619,4.5
32,16516,5.0
32,16530,4.5
32,16443,2.0
32,16597,2.5
32,16607,5.0
32,16571,3.0
32,16631,4.5
32,16563,4.0
32,16453,4.5
32,16456,3.0
32,16467,5.0
32,16465,4.5
32,16493,5.0
32,16542,4.5
32,16429,4.0
32,10622,5.0
32,16447,4.5
32,208,4.5
32,16498,4.0
32,16585,4.5
32,16525,5.0
32,16514,4.0
32,16544,4.5
32,16365,5.0
32,16587,4.0
32,16591,3.5
32,16507,5.0
32,16598,3.5
32,16497,4.5
32,16515,5.0
32,16408,4.5
32,16402,4.0
32,16409,4.0
32,16611,3.5
32,16449,5.0
32,16420,5.0
32,16625,5.0
32,16445,4.5
32,16568,4.5
32,16572,4.0
32,16485,5.0
32,16603,2.5
32,16427,5.0
32,16472,4.5
32,16580,3.5
32,10445,5.0
32,16629,4.5
32,16593,2.5
32,16397,5.0
32,16511,4.5
32,16396,5.0
32,3727,5.0
32,1861,4.5
32,16534,4.5
32,16468,5.0
32,16444,4.0
32,5967,4.0
32,16422,5.0
32,7809,4.5
32,47,2.0
32,16577,4.0
32,16578,4.0
32,16552,5.0
32,3290,5.0
32,1802,5.0
32,13878,3.5
32,16570,4.5
32,16401,5.0
32,16442,4.5
32,1182,4.5
32,16505,4.0
32,16548,4.5
32,16549,4.5
32,7436,4.0
32,14703,3.0
32,16440,2.5
33,175,3.5
33,2969,2.5
33,2975,4.0
33,2995,4.5
33,2994,4.0
33,2996,4.5
33,2993,3.0
33,2992,4.0
33,2973,3.0
33,2980,3.5
33,2987,1.5
33,2985,3.5
33,2986,4.0
33,2984,3.0
33,2978,2.5
33,2974,3.5
33,2983,3.5
33,2967,5.0
33,403,4.5
33,2976,4.0
33,2997,4.5
33,2979,3.0
33,2971,3.0
33,1029,4.5
33,2966,2.5
33,2982,4.5
33,2970,2.5
33,2977,3.0
34,3025,3.5
34,356,4.0
34,3022,3.5
34,3016,5.0
34,1105,4.5
34,3024,5.0
34,3018,5.0
34,3023,5.0
34,3021,4.5
34,2122,4.5
34,3019,4.0
34,3017,5.0
34,3020,5.0
34,758,3.5
34,3014,4.5
34,3015,4.5
34,1493,4.0
35,16668,3.0
35,16667,3.5
35,3041,4.0
35,16656,4.0
35,16672,4.0
35,16643,3.5
35,16657,3.0
35,16641,3.5
35,3083,3.5
35,6406,3.0
35,16645,4.5
35,16665,3.0
35,3044,4.0
35,3068,4.0
35,16662,3.5
35,3060,3.5
35,8607,4.0
35,3073,4.0
35,16669,4.0
35,92573,4.0
35,20324,4.0
35,246853,4.0
36,1128,4.5
36,3105,2.5
36,3093,4.5
36,3101,4.5
36,3102,4.5
36,3094,4.5
36,3096,4.5
36,3089,4.5
36,3092,4.5
36,3090,4.5
36,3106,3.0
36,3091,4.5
36,3084,4.5
36,3086,4.5
36,3085,4.5
36,3099,4.5
36,3098,4.5
36,3095,4.5
36,3088,4.5
36,3097,4.5
36,3087,4.5
36,3100,4.5
37,16790,3.5
37,16704,4.0
37,15005,4.0
37,16807,3.5
37,16734,3.0
37,16795,4.5
37,16745,3.5
37,16719,4.5
37,16729,5.0
37,16753,3.5
37,1421,4.0
37,16722,4.0
37,16737,5.0
37,16811,5.0
37,16738,4.5
37,16788,4.5
37,16743,4.5
37,16747,4.0
37,3399,4.0
37,26,3.0
37,16711,4.5
37,16741,4.0
37,16720,3.5
37,3378,4.0
37,16773,4.5
37,9023,4.0
37,16707,3.5
37,7139,3.5
37,16810,4.0
37,16727,4.0
37,16679,4.0
37,8741,3.5
37,16798,4.5
37,16796,4.0
37,16712,3.0
37,16730,4.0
37,16678,4.0
37,16677,4.5
37,16710,4.5
37,16735,5.0
37,703,5.0
37,3382,3.5
37,16689,4.5
37,16684,4.5
37,16690,4.5
37,16692,4.5
37,1451,3.5
37,16800,3.0
37,1572,4.5
37,16748,3.5
37,408,4.5
37,23642,4.5
37,16750,4.5
37,16705,5.0
37,16687,4.0
37,16686,4.5
37,8312,4.5
37,16708,4.5
37,7956,4.5
37,3199,4.0
37,16688,4.0
37,16683,4.5
37,6040,2.5
37,16681,4.5
37,3379,4.5
37,4020,4.0
37,16685,4.5
37,2985,2.5
37,16801,4.0
