"UID","BID","Score"
10,1520,3.5
10,1521,4.0
10,134,3.5
10,1485,4.0
10,1519,4.5
10,1488,3.5
11,15783,4.0
11,15788,3.5
11,1628,4.0
11,725,4.0
11,1263,4.5
11,748,4.5
11,15795,4.0
11,1615,4.0
11,8196,4.0
11,1632,3.5
11,1621,3.5
11,15789,3.5
11,1625,4.0
12,15868,4.5
12,1803,3.0
12,2622,4.0
12,15849,4.0
12,15848,3.5
12,12122,3.5
12,1421,4.0
12,67,3.0
12,1800,3.5
12,3269,3.5
12,1373,3.5
12,2430,4.0
12,15843,2.5
12,1815,3.0
12,3490,2.5
12,1263,4.0
12,2742,5.0
12,5283,3.5
12,12182,3.0
12,15860,4.0
12,15805,3.5
12,10573,3.5
12,15831,3.5
12,15809,4.0
12,1804,4.0
12,15864,4.0
12,11429,3.0
12,15801,3.0
12,15824,3.0
12,1812,3.5
12,15859,3.5
13,238,2.5
13,15913,4.5
13,1429,5.0
13,1852,2.0
13,26,2.5
13,244,5.0
13,1829,2.0
13,647,4.0
13,291,4.0
13,516,5.0
13,308,2.5
13,207,2.5
13,6583,2.5
13,12889,5.0
13,15893,3.5
13,13068,5.0
13,2033,2.0
13,15886,2.5
13,1525,5.0
13,706,4.0
13,4984,3.5
13,6059,2.0
13,1844,5.0
13,1838,5.0
14,231,4.0
14,1941,4.0
14,1511,4.0
14,1932,4.0
14,1933,3.5
14,1950,4.5
14,1945,4.0
14,1951,4.5
14,1940,3.5
14,1931,4.0
14,1947,2.5
14,1935,0.5
14,1938,3.0
15,2055,5.0
15,2075,5.0
15,2060,3.0
15,15918,4.0
15,4509,5.0
15,1673,2.5
15,2056,5.0
15,2077,5.0
15,1553,5.0
15,2043,3.5
15,2052,5.0
15,1131,3.5
15,2044,0.5
15,2069,4.5
15,2054,5.0
16,15945,4.5
16,15964,4.0
16,15941,3.5
16,2784,4.5
16,15987,5.0
16,2159,2.5
16,5154,4.0
16,15946,3.5
16,994,2.5
16,6667,3.5
16,15967,3.5
16,17682,3.5
16,15924,3.5
16,2161,3.0
16,577,3.5
16,13789,3.5
16,26,0.5
16,597,4.0
16,16009,2.5
16,5918,4.5
16,2143,5.0
16,15955,4.5
16,15976,4.0
16,4022,4.5
16,1337,4.5
16,15923,2.0
16,3703,5.0
16,2160,2.5
16,1489,2.5
16,8234,4.0
16,4163,4.5
16,2142,5.0
16,15926,2.0
16,2132,3.0
16,2150,5.0
16,15932,3.5
17,107,5.0
17,2256,5.0
17,2232,4.0
17,16014,5.0
17,2252,4.0
17,2266,4.5
17,563,5.0
17,2230,5.0
17,2243,4.5
17,2241,4.0
17,1464,2.5
17,2238,4.5
17,2248,5.0
17,1322,2.5
17,28,4.0
18,16084,5.0
18,16074,0.5
18,2312,3.0
18,2232,5.0
18,16093,0.5
18,2311,1.5
18,9318,5.0
18,1116,5.0
18,16080,1.0
18,13947,3.0
18,1140,5.0
18,16098,5.0
18,2325,5.0
19,2498,5.0
19,2497,5.0
19,2478,5.0
19,2476,5.0
19,16114,5.0
19,2480,5.0
19,2477,5.0
19,16109,5.0
19,1694,5.0
19,2506,5.0
19,16106,5.0
19,2510,5.0
19,2488,5.0
19,16115,4.0
19,2482,5.0
19,1394,5.0
19,16111,5.0
19,2483,5.0
19,2484,5.0
19,2485,5.0
20,15188,5.0
20,15179,5.0
20,16138,5.0
20,16139,5.0
20,3296,5.0
20,4228,4.5
20,16135,5.0
20,15185,5.0
20,1722,4.5
20,16154,4.0
20,4372,5.0
20,2996,5.0
20,16143,5.0
20,16155,4.0
20,16136,5.0
20,14595,4.0
20,15237,5.0
20,3921,5.0
20,16133,5.0
20,4466,5.0
20,16137,5.0
20,16130,4.5
20,16131,4.0
20,4262,5.0
20,16132,4.0
20,16159,4.5
20,12477,4.0
20,16161,5.0
20,16145,3.5
20,5431,4.5
20,3839,4.5
20,5432,4.5
20,6711,3.0
20,16162,5.0
20,16188,5.0
20,6867,5.0
20,2526,2.5
20,16185,5.0
20,16142,4.0
20,1383,5.0
20,2525,4.0
20,16213,5.0
20,16190,5.0
20,2515,5.0
20,16191,5.0
20,5506,4.5
20,3688,5.0
20,16193,4.0
20,3687,5.0
20,3685,5.0
20,16119,3.5
20,2519,4.0
20,16215,3.5
20,3728,5.0
20,16202,3.0
20,2535,5.0
20,16167,5.0
20,16170,5.0
20,16169,5.0
20,16177,5.0
20,9186,4.0
20,2809,4.5
20,16203,3.0
21,2684,5.0
21,1472,4.5
21,2655,5.0
21,2683,5.0
21,3237,4.0
21,2143,5.0
21,10328,5.0
21,12642,4.0
21,2656,5.0
21,16302,4.5
21,2676,5.0
21,2682,5.0
21,2651,5.0
21,2672,5.0
21,16294,4.5
21,2673,2.5
21,16293,3.0
21,2678,5.0
21,2649,5.0
21,2648,5.0
21,4858,5.0
21,10760,1.5
21,2665,5.0
21,904,4.0
21,246,2.5
21,2653,5.0
21,1000,4.0
21,4283,3.5
21,1302,5.0
21,2647,5.0
21,1789,4.0
21,10173,4.5
21,16224,4.0
21,2674,4.0
21,2660,5.0
22,2809,5.0
22,2789,4.5
22,2820,4.5
22,2792,5.0
22,2785,4.5
22,16312,4.5
22,2801,5.0
22,2815,4.0
22,2787,4.5
22,2804,4.5
22,2816,4.5
22,748,5.0
22,2812,5.0
22,2802,4.5
22,2104,4.0
23,16538,4.0
23,13829,4.5
23,2616,4.0
23,7084,5.0
23,16202,5.0
23,1597,5.0
23,16519,4.5
23,13537,2.5
23,12469,4.5
23,13325,2.5
23,16454,3.5
23,1598,5.0
23,145,5.0
23,16169,4.5
23,16540,5.0
23,2883,4.0
23,1073,4.5
23,9415,5.0
23,16554,4.0
23,16411,3.5
23,15605,5.0
23,7710,4.5
23,16553,5.0
23,16133,5.0
23,12477,5.0
23,16132,5.0
23,16131,5.0
23,3126,5.0
23,16621,4.5
23,8148,4.5
23,16636,4.0
23,487,5.0
23,3435,4.0
23,3002,4.0
23,16639,5.0
23,16617,2.5
23,3688,5.0
23,3686,5.0
23,8355,4.0
23,3171,4.5
23,16428,5.0
23,16632,4.5
23,758,2.5
23,15968,4.5
23,14074,5.0
23,16631,4.5
23,16429,4.0
23,10622,5.0
23,208,4.5
23,16514,4.0
23,16365,5.0
23,16507,5.0
23,16598,3.5
23,16497,4.5
23,16611,3.5
23,16625,5.0
23,16629,4.5
23,3727,5.0
23,1861,4.5
23,5967,4.0
23,7809,4.5
23,47,2.0
23,16552,5.0
23,3290,5.0
23,1802,5.0
23,13878,3.5
23,16549,4.5
23,7436,4.0
23,14703,3.0
24,175,3.5
24,2969,2.5
24,2995,4.5
24,2996,4.5
24,2993,3.0
24,2992,4.0
24,2987,1.5
24,2985,3.5
24,2978,2.5
24,2967,5.0
24,403,4.5
24,2997,4.5
24,2971,3.0
24,1029,4.5
24,2966,2.5
25,3025,3.5
25,356,4.0
25,3022,3.5
25,1105,4.5
25,3023,5.0
25,2122,4.5
25,3019,4.0
25,3020,5.0
25,758,3.5
25,3015,4.5
25,1493,4.0
26,3041,4.0
26,16656,4.0
26,6406,3.0
26,16645,4.5
26,16665,3.0
26,3068,4.0
26,8607,4.0
26,3073,4.0
26,16669,4.0
26,92573,4.0
27,16807,3.5
27,16795,4.5
27,16719,4.5
27,16729,5.0
27,1421,4.0
27,16722,4.0
27,16737,5.0
27,16738,4.5
27,26,3.0
27,9023,4.0
27,7139,3.5
27,16727,4.0
27,8741,3.5
27,703,5.0
27,3382,3.5
27,1451,3.5
27,16800,3.0
27,1572,4.5
27,16748,3.5
27,408,4.5
27,23642,4.5
27,8312,4.5
27,7956,4.5
27,3199,4.0
27,6040,2.5
27,3379,4.5
27,4020,4.0
27,2985,2.5
27,3424,3.0
27,1573,4.0
27,5613,4.0
27,2441,3.5
27,16771,4.0
27,38,4.5
27,4155,3.5
27,16726,4.0
27,2444,3.0
27,37,5.0
27,1953,3.5
27,7482,4.0
27,915,4.0
27,3460,3.0
28,3476,3.5
28,3505,3.0
28,3181,3.5
28,3502,5.0
28,1106,3.5
28,1098,4.0
28,3491,4.0
28,16856,2.0
28,67,3.5
28,16851,3.5
28,10505,4.5
28,3482,4.0
28,3484,3.0
28,2995,4.0
28,1673,4.5
28,16845,4.5
28,3503,4.5
28,1105,3.0
28,16834,3.0
28,356,3.5
28,563,2.5
28,3509,3.5
28,3510,2.5
28,3487,3.5
28,2056,4.0
28,2978,3.5
28,480,4.5
29,1934,3.0
29,8670,5.0
29,485,4.5
29,6218,5.0
29,16979,4.0
29,16958,4.0
29,5938,3.0
29,2916,4.0
29,5283,3.5
29,2001,3.5
29,16918,4.0
29,1553,1.5
29,16994,3.5
29,16987,4.0
29,1420,2.5
29,3580,4.0
29,9458,4.0
29,1915,4.5
29,411,4.0
29,17004,3.5
29,1500,1.5
29,14136,4.5
29,231,3.5
30,2544,2.5
30,2352,4.5
30,17008,5.0
30,3716,4.5
30,3725,4.5
30,17010,4.0
30,456,4.5
30,9869,3.5
30,3735,3.5
30,47,3.5
30,3734,5.0
30,2619,5.0
30,1027,4.0
30,3724,4.0
30,1982,4.0
31,3762,5.0
31,17016,5.0
31,3767,5.0
31,3436,4.5
31,2009,3.5
31,3771,3.5
31,17019,3.5
31,5309,3.0
31,2232,5.0
31,3764,3.0
31,389,4.0
31,3752,3.5
31,3761,4.0
31,3750,3.5
31,17020,2.5
31,17024,4.5
31,2526,2.5
31,1947,3.5
31,1195,4.5
31,6843,5.0
31,915,5.0
31,3753,4.5
31,3754,4.0
31,3774,4.0
32,3935,3.5
32,3928,3.0
32,3921,4.5
32,3929,3.0
32,3919,5.0
32,15187,4.5
32,17056,3.0
32,1722,5.0
32,1175,3.0
32,3926,2.5
32,3936,4.0
32,3933,3.5
32,408,4.5
32,267,4.5
32,3930,2.5
32,17064,5.0
32,4781,4.0
32,3922,3.0
33,17195,5.0
33,17197,5.0
33,9754,5.0
33,282,5.0
33,17391,4.5
33,706,5.0
33,3981,4.5
33,3600,5.0
33,17616,4.5
33,14126,4.5
33,17636,5.0
33,17543,5.0
33,12580,4.5
33,3460,4.0
33,1150,4.5
33,4527,5.0
33,17459,4.0
33,13007,5.0
33,1813,5.0
33,9213,5.0
33,9584,3.5
33,17398,5.0
33,17475,4.0
33,17442,5.0
33,6567,5.0
33,17258,4.0
33,1543,5.0
33,1307,4.0
33,17085,4.0
33,1537,4.5
33,9939,5.0
33,5029,4.0
33,17285,3.5
33,17245,4.0
33,872,5.0
33,3939,5.0
33,500,5.0
33,17333,5.0
34,136,3.5
34,17698,3.0
34,17676,4.5
34,12130,3.5
34,4007,3.5
34,4018,3.5
34,17703,4.0
34,121,5.0
34,1566,3.5
34,17543,4.5
34,17670,2.5
34,4029,3.0
34,4030,3.0
34,17678,4.5
34,4002,3.5
34,4010,3.5
34,8360,2.5
34,4022,2.5
34,216,3.5
34,1080,5.0
34,4023,5.0
34,1518,5.0
34,2379,4.0
34,12578,5.0
34,1680,4.5
34,1322,5.0
34,4014,5.0
35,2296,2.5
35,40134,3.0
35,2529,3.5
35,2227,4.0
35,19,5.0
35,118,2.5
35,27209,3.0
35,237,2.5
35,4033,3.5
35,16197,2.5
35,11610,3.5
35,4042,2.5
35,12890,4.0
35,1854,1.5
35,15117,4.0
35,2849,4.0
35,358,2.5
35,20840,2.5
35,3897,3.5
35,9774,4.0
35,4041,3.5
35,22036,3.5
35,4430,3.5
36,118,5.0
36,3370,5.0
36,3369,5.0
36,4200,5.0
36,17720,3.5
36,4180,5.0
36,4202,5.0
36,219,4.5
36,748,5.0
36,17710,5.0
36,4198,4.0
37,2639,2.5
37,4287,2.5
37,4288,2.5
37,4286,4.0
37,4291,3.0
37,4296,2.5
37,118,4.0
37,4285,4.0
37,4284,4.0
37,4187,4.0
38,4396,3.0
38,4391,4.0
38,4399,3.5
38,4392,3.5
38,1853,3.5
38,4394,4.0
38,4389,4.5
38,4390,4.0
38,2941,4.0
38,4397,3.5
38,4398,4.0
39,7372,5.0
39,17879,5.0
39,17877,4.5
39,17868,5.0
39,17878,5.0
39,17846,3.5
39,8488,4.0
39,4486,3.0
39,4490,3.5
39,4492,4.0
39,8489,4.0
39,4491,3.5
39,2820,3.5
39,1349,4.0
39,5977,5.0
39,17881,4.0
39,2535,5.0
39,3685,5.0
39,17861,3.5
39,1029,4.5
39,2526,3.5
39,4496,4.0
39,17863,4.5
39,17862,3.0
39,2527,4.0
39,11046,4.0
39,16680,5.0
39,4487,5.0
39,4494,5.0
39,336,5.0
39,7547,3.0
39,2885,4.0
39,17876,3.5
39,2052,5.0
39,1407,5.0
39,4499,5.0
39,2055,5.0
39,4495,5.0
39,6063,2.5
39,6061,3.5
39,17860,4.0
39,17873,4.0
39,4781,3.5
39,4502,4.0
40,714,5.0
40,4556,4.5
40,4528,3.0
40,4530,4.0
40,2784,4.5
40,4540,5.0
40,4532,4.5
40,219,4.0
40,4542,4.0
40,4549,5.0
40,4543,5.0
40,4551,4.5
41,4646,4.0
41,4645,3.0
41,4642,3.5
41,4626,4.0
41,1707,4.0
41,4634,3.5
41,4633,5.0
41,4624,4.0
41,4637,3.5
41,4643,3.5
41,4636,3.5
41,752,2.5
41,4639,3.5
41,4641,5.0
41,773,4.0
41,3416,3.5
41,1504,3.5
41,4638,3.5
42,19223,3.0
42,6612,4.5
42,19308,4.0
42,4678,3.0
42,4662,2.0
42,4680,3.0
42,4685,4.0
42,4666,3.5
42,4682,1.5
42,1207,3.5
42,4516,2.0
42,4677,3.0
42,1721,3.5
42,4673,3.0
42,800,2.5
42,4665,2.5
42,4520,4.0
43,4764,5.0
43,17886,4.5
43,5175,5.0
43,17899,5.0
43,752,4.0
43,1376,5.0
43,1051,5.0
43,17898,5.0
43,17893,4.5
43,17929,4.5
43,17896,4.5
43,8940,4.5
43,4762,5.0
43,17306,4.5
43,3454,4.0
43,37,5.0
43,2444,3.5
43,101,5.0
43,8937,4.0
43,228,4.0
43,2995,4.5
43,2868,2.5
43,6382,5.0
43,1922,5.0
43,11311,4.0
43,4729,5.0
43,3419,5.0
43,6860,5.0
43,4761,5.0
43,1306,4.5
43,4303,4.5
43,647,5.0
43,3783,2.5
43,9341,4.0
43,4770,5.0
43,9168,3.5
43,17948,5.0
43,4773,4.5
43,17941,4.5
43,1148,4.5
43,17884,4.5
43,17881,4.5
43,121,5.0
43,7224,5.0
43,9391,4.5
43,4639,4.5
43,17920,4.5
43,3040,2.5
43,21570,4.0
43,17442,4.5
43,3939,5.0
43,408,5.0
43,715,5.0
43,5070,4.5
43,1435,5.0
43,1120,5.0
43,2960,4.5
43,4779,5.0
43,516,4.0
43,17542,4.5
43,5233,4.5
43,670,5.0
43,5330,5.0
43,17928,5.0
43,4759,5.0
43,17922,5.0
43,15347,5.0
43,1512,5.0
43,1178,4.5
43,17919,5.0
43,4757,5.0
43,3806,4.0
43,17914,4.0
43,337,4.5
43,17937,4.5
43,17908,4.5
43,2536,4.5
43,17939,4.5
43,4774,4.0
43,11433,5.0
43,17909,4.0
43,967,5.0
43,1793,5.0
43,12537,5.0
43,1702,5.0
43,1420,5.0
43,17930,5.0
43,872,4.0
43,211,4.5
43,17947,5.0
43,4543,4.5
43,477,5.0
43,7541,2.5
43,1078,5.0
43,4763,5.0
43,11310,5.0
43,4766,5.0
43,17903,5.0
43,14982,4.5
43,8412,4.5
44,4965,4.5
44,4969,4.5
44,4949,3.5
44,1194,4.5
44,7530,1.5
44,4948,1.5
44,2802,4.0
44,3789,5.0
44,4968,3.0
44,17990,4.5
44,1779,4.0
45,5017,4.0
45,5005,4.5
45,5007,4.0
45,5000,3.5
45,3189,4.0
45,3636,4.0
45,5012,4.0
45,5004,4.0
45,5014,2.0
45,1729,2.5
46,18024,5.0
46,3290,5.0
46,5150,5.0
46,5153,5.0
46,5158,5.0
46,5155,5.0
46,18041,5.0
46,5148,5.0
46,5156,5.0
46,18234,5.0
46,18140,5.0
46,18275,4.0
46,18055,5.0
46,7578,5.0
46,18037,5.0
46,5152,5.0
46,9147,5.0
46,18225,5.0
46,18054,5.0
46,3899,5.0
46,18108,4.5
47,5397,2.0
47,1872,4.0
47,4626,3.0
47,6743,3.5
47,5396,3.5
47,405,2.5
47,5395,2.5
47,2488,3.5
47,707,3.0
47,2849,4.5
47,5405,4.5
47,5404,4.5
47,1207,3.5
48,3234,4.0
48,5411,5.0
48,231,4.5
48,2816,4.0
48,5410,4.0
48,5310,4.5
48,408,4.5
48,246,4.5
48,1373,5.0
48,2802,4.0
48,211,5.0
49,5548,3.5
49,2391,4.0
49,1853,4.0
49,2010,4.0
49,4697,5.0
49,5553,5.0
49,5545,4.0
49,5549,3.5
49,2030,4.5
49,1908,3.5
49,24909,4.0
49,608,5.0
49,5554,5.0
49,405,3.5
50,5601,5.0
50,1401,1.5
50,401,2.0
50,5606,1.5
50,5605,1.5
50,5607,4.0
50,1680,3.0
50,3290,5.0
50,2445,4.5
50,3827,4.0
50,953,5.0
50,5600,4.0
50,5597,5.0
51,5938,4.0
51,4198,4.0
51,5956,4.0
51,5955,1.5
51,5939,5.0
51,4748,4.5
51,5941,5.0
51,5947,0.5
51,5946,3.5
51,5960,2.5
51,5214,3.5
51,5940,3.5
51,541,3.5
51,3939,2.0
51,1861,2.5
51,5962,2.5
51,4647,5.0
51,408,2.0
51,748,5.0
51,5944,4.0
51,5957,4.0
51,52,2.5
51,5937,3.0
52,6039,4.0
52,6037,4.0
52,6027,5.0
52,6021,5.0
52,6026,5.0
52,6033,5.0
52,6023,5.0
52,1452,5.0
52,6028,5.0
52,6019,5.0
52,6030,5.0
52,6018,5.0
52,221,5.0
52,1397,5.0
52,6022,3.5
52,6011,5.0
52,6016,5.0
52,6007,5.0
52,6029,5.0
52,6013,5.0
52,6034,5.0
53,356,4.0
53,6078,3.0
53,3797,2.5
53,6064,5.0
53,237,5.0
53,6060,5.0
53,6059,3.0
53,6092,4.5
53,6066,4.0
53,1514,5.0
53,6063,3.0
53,6062,3.5
53,6061,4.0
53,3354,5.0
54,18409,5.0
54,18416,5.0
54,13133,5.0
54,18410,5.0
54,14977,4.5
54,5522,4.5
54,18427,2.5
54,14756,2.5
54,18429,5.0
54,6191,5.0
54,6180,4.0
54,7527,3.0
54,13041,2.5
54,7092,4.5
54,18434,4.0
54,6179,4.5
54,6177,4.5
54,7974,4.0
54,2093,5.0
54,5240,3.5
54,18422,5.0
54,18457,2.5
54,18458,3.0
54,6181,3.5
54,6506,3.5
54,6161,5.0
54,250,2.5
54,4935,4.0
54,8356,3.0
54,18460,4.5
54,18465,2.0
54,18451,5.0
54,16851,5.0
54,18420,5.0
54,6189,4.0
54,5503,4.5
54,18446,4.0
54,18448,4.0
54,2482,4.5
54,18438,5.0
54,1175,4.5
54,3647,3.5
54,6061,5.0
54,18408,4.0
54,4502,5.0
54,14794,4.0
54,4087,4.0
54,7967,3.5
54,2127,5.0
54,3120,5.0
54,6190,2.5
54,707,4.5
54,5070,5.0
54,5395,5.0
54,8623,4.0
54,18440,5.0
54,18417,5.0
54,18454,3.0
54,6160,4.5
54,1538,4.0
54,1493,5.0
54,3015,5.0
54,6178,5.0
54,18423,5.0
54,4180,3.5
54,18432,5.0
54,18444,5.0
54,2694,4.0
54,2483,4.0
54,7583,5.0
54,6156,1.5
54,18414,5.0
54,18456,5.0
54,14890,4.0
54,7905,4.0
54,4065,4.0
54,4478,5.0
54,6175,5.0
54,6182,5.0
54,5989,5.0
54,3754,5.0
54,6168,2.5
55,3268,4.0
55,2128,4.0
55,1819,4.5
55,12922,4.0
55,17311,4.0
55,6540,2.5
55,1985,4.5
55,222,4.0
55,7406,4.0
55,480,4.5
55,18513,3.5
55,18504,3.5
55,18517,3.5
55,18506,4.0
56,3677,4.0
56,6745,4.0
56,1100,4.5
56,5814,4.0
56,6729,4.5
56,6501,5.0
56,6743,4.0
56,6276,4.5
56,4666,5.0
56,18526,5.0
56,4244,5.0
56,18527,5.0
56,5398,4.5
56,105,5.0
56,6747,4.0
56,6738,4.0
56,3213,4.5
56,15536,4.5
56,6733,4.5
56,6728,4.0
56,1056,4.0
56,3509,4.5
56,6741,3.0
56,1561,4.5
56,2916,4.5
56,6754,4.5
56,6731,4.5
56,6744,4.0
56,3171,5.0
56,2445,2.5
56,953,3.0
56,1500,4.0
56,6755,4.5
56,1680,3.0
57,6865,4.5
57,6868,4.5
57,5869,5.0
57,6866,5.0
57,488,4.5
57,6863,4.5
57,1423,5.0
57,6885,5.0
57,6883,4.0
57,6873,3.5
57,477,5.0
57,5867,5.0
57,1387,4.0
57,6867,2.5
57,6882,5.0
57,4639,4.5
57,6878,4.5
57,5788,5.0
57,6880,4.5
57,6877,3.5
57,6884,4.0
58,18538,3.5
58,18541,2.5
58,6895,3.5
58,18569,3.0
58,15040,3.0
58,18602,2.5
58,3783,4.0
58,647,4.0
58,18429,3.0
58,5869,2.5
58,4729,3.0
58,7138,3.0
58,9897,3.5
58,6885,3.0
58,1922,4.0
58,3109,2.5
58,1252,2.5
58,18557,3.0
58,18552,2.5
58,18564,3.5
58,4924,3.0
58,6888,3.5
58,2544,3.0
58,4303,3.5
58,4646,3.0
58,18543,3.0
58,1306,3.5
58,18537,1.5
58,2848,2.5
58,5802,4.0
58,18599,2.5
58,1511,4.0
58,7376,2.5
58,522,3.5
58,3040,2.5
58,6075,2.5
58,7654,3.5
58,13654,2.5
58,6878,2.5
58,5283,3.5
58,707,2.5
58,4764,3.0
58,5473,3.5
58,1020,3.0
58,3199,3.0
58,245,3.5
58,18548,3.0
58,18545,3.5
58,18570,1.5
58,2069,2.5
58,1485,3.5
58,19,2.5
58,6898,3.5
58,18594,2.5
58,12888,2.5
58,5759,2.5
58,1102,2.5
58,18562,3.5
58,1792,3.5
58,18589,3.5
58,12402,3.5
58,18574,2.5
58,479,3.5
58,18555,3.5
58,10586,3.5
58,14753,3.5
58,17930,3.5
58,1702,4.0
58,1085,3.0
58,6892,3.0
58,211,2.5
58,2915,3.5
58,2313,4.0
58,1579,3.5
58,2849,2.5
59,18802,3.5
59,3995,4.0
59,647,4.0
59,18780,5.0
59,18954,4.0
59,19062,4.0
59,1922,4.0
59,18735,4.5
59,18889,4.5
59,2519,3.5
59,1612,3.5
59,4332,3.5
59,18893,4.5
59,1844,5.0
59,7974,4.5
59,469,3.5
59,10288,5.0
59,19068,3.5
59,15535,2.5
59,18878,5.0
59,4391,4.0
59,19031,3.5
59,11916,4.0
59,18916,5.0
59,3764,5.0
59,10153,5.0
59,13537,5.0
59,1961,1.5
59,15602,4.0
59,16211,5.0
59,18905,4.0
59,1933,4.5
59,19032,5.0
59,3482,5.0
59,1410,4.0
59,18980,4.0
59,18691,4.5
59,18710,5.0
59,3919,5.0
59,18742,5.0
59,18744,5.0
59,18743,5.0
59,4426,5.0
59,18956,5.0
59,2290,3.5
59,6545,5.0
59,19026,3.5
59,18915,3.5
59,14916,5.0
59,7629,4.0
59,5873,4.5
59,7971,3.5
59,18936,4.5
59,2001,4.0
59,18746,4.0
59,18705,4.5
59,2106,4.0
59,19050,3.5
59,18805,5.0
59,18931,4.0
59,18918,4.5
59,2100,4.0
59,16658,5.0
59,18849,4.0
59,18400,4.0
59,13646,4.5
59,16190,5.0
59,2802,5.0
59,669,3.5
59,10306,5.0
59,18896,5.0
59,900,4.0
59,19055,3.0
59,73,5.0
59,18899,4.5
59,5880,3.5
59,4430,3.0
59,19067,5.0
59,18628,4.0
59,3839,5.0
59,5431,5.0
59,5506,4.5
59,1194,3.5
59,7500,3.5
59,410,3.0
59,19022,4.5
59,11388,5.0
59,10327,5.0
59,16781,5.0
59,18904,4.5
59,6843,5.0
59,1352,5.0
59,17010,4.5
59,2816,5.0
59,18939,4.5
59,18987,4.5
59,18715,5.0
59,1640,5.0
59,56,3.5
59,1175,3.5
59,3625,4.0
59,6356,4.0
59,1394,5.0
59,3776,5.0
59,1024,5.0
59,1284,5.0
59,1553,2.0
60,19121,3.5
60,7027,3.5
