"UID","BID","Score"
10,657,4.5
10,595,3.5
10,15598,3.5
11,770,5.0
11,749,4.5
11,11911,4.5
11,775,5.0
11,776,5.0
11,761,4.0
11,774,4.0
11,752,3.5
11,771,4.5
11,756,4.5
11,759,5.0
11,13759,5.0
11,2003,4.5
11,3109,3.5
11,3075,5.0
11,753,4.5
11,787,4.5
11,766,5.0
11,2208,5.0
11,1141,4.0
11,777,4.5
11,791,4.5
11,758,5.0
11,762,4.5
11,773,5.0
11,757,5.0
11,785,4.0
11,408,5.0
11,205,5.0
11,788,4.5
11,90,5.0
11,833,5.0
11,15633,5.0
11,6038,4.5
11,15632,4.5
11,754,5.0
11,786,5.0
11,780,5.0
11,2308,4.5
11,779,4.5
11,748,5.0
12,803,4.0
12,15651,4.5
12,15644,4.0
12,15645,4.0
12,819,5.0
12,15658,4.0
12,6342,4.5
12,823,4.0
12,811,4.0
12,7858,3.5
12,7291,1.0
12,15659,4.0
13,867,3.5
13,857,2.0
13,851,3.5
13,834,4.0
13,847,3.0
13,846,3.0
13,861,3.5
13,852,3.5
13,860,3.0
13,872,3.5
13,858,4.0
13,835,4.0
14,915,5.0
14,895,4.5
14,900,4.5
14,903,5.0
14,408,1.5
14,914,3.5
14,904,5.0
15,967,2.0
15,965,3.5
15,975,4.5
15,962,4.5
15,974,4.0
15,977,4.5
16,231,4.0
16,1107,4.0
16,1106,4.0
16,1098,5.0
16,1118,5.0
16,1102,4.5
16,1108,4.0
16,1111,5.0
16,1115,4.0
16,1117,4.0
16,1101,5.0
16,1120,4.5
16,1097,5.0
16,1096,5.0
16,1105,3.5
16,1093,2.0
16,563,4.5
16,1116,3.5
17,1145,2.5
17,1142,1.0
17,1149,1.5
17,1150,3.5
17,1148,1.5
17,1141,2.5
18,15680,5.0
18,977,3.0
18,2769,3.0
18,15702,4.0
18,15707,4.5
18,2528,4.5
18,14954,5.0
18,15724,2.5
18,15713,5.0
18,1777,5.0
18,15678,5.0
18,1213,2.0
18,94,4.5
18,1201,2.5
18,1200,5.0
18,287,5.0
18,1922,5.0
18,6336,5.0
18,15704,5.0
18,15723,2.5
18,15699,4.0
18,1337,2.5
18,1202,3.5
18,748,5.0
18,1215,5.0
18,679,5.0
18,1818,5.0
18,1209,5.0
19,1301,2.5
19,2554,4.0
19,162,4.0
19,1292,4.0
19,1312,5.0
19,15736,3.0
19,1322,3.0
19,1494,3.0
19,1319,2.5
19,1290,3.5
19,1302,2.5
19,15744,4.0
19,1299,4.0
20,12922,4.0
20,28697,4.0
20,647,4.5
20,1381,4.5
20,32659,4.0
20,1383,5.0
20,1105,2.5
20,6144,4.0
20,389,4.0
20,1394,4.5
20,5046,4.5
21,1406,2.5
21,356,5.0
21,408,3.5
21,479,3.5
21,748,3.5
21,1423,4.5
21,1425,5.0
21,1421,4.5
22,1466,2.5
22,1463,3.0
22,1471,3.5
22,1464,4.0
22,1470,2.0
23,1483,4.5
23,949,3.0
23,1482,1.5
23,592,3.0
23,1484,3.5
23,800,2.0
24,1513,3.5
24,1486,3.5
24,1505,3.0
24,1499,3.5
24,1490,3.5
24,1509,2.5
24,706,3.5
24,1498,4.0
24,1504,3.5
24,1507,3.5
24,1496,3.5
24,1506,3.5
24,1489,3.0
24,1511,4.0
24,1518,3.5
24,1520,3.5
24,1521,4.0
24,134,3.5
24,1485,4.0
24,1519,4.5
24,1488,3.5
25,1541,3.5
25,1533,4.0
25,1542,3.5
25,1534,4.5
25,1540,3.5
25,1537,4.0
25,1538,5.0
25,282,4.5
25,1543,3.0
26,1562,2.5
26,1567,2.5
26,410,4.0
26,1569,3.5
26,1563,3.5
26,1566,4.5
26,1574,5.0
27,15783,4.0
27,15788,3.5
27,1628,4.0
27,725,4.0
27,1263,4.5
27,748,4.5
27,15795,4.0
27,1615,4.0
27,8196,4.0
27,1632,3.5
27,1621,3.5
27,15789,3.5
27,1625,4.0
28,1667,4.5
28,1673,5.0
28,1660,5.0
28,1656,5.0
28,1669,5.0
28,1658,5.0
29,833,4.0
29,1697,3.5
29,1696,3.0
29,231,3.5
29,1695,4.0
30,1789,2.5
30,1788,3.0
30,1787,4.0
30,604,4.5
30,1786,4.0
31,563,4.5
31,1791,4.5
31,1790,3.0
31,1793,4.5
31,1792,4.5
31,1794,4.5
31,1796,3.5
32,15868,4.5
32,1803,3.0
32,2622,4.0
32,15849,4.0
32,15848,3.5
32,12122,3.5
32,1421,4.0
32,67,3.0
32,1800,3.5
32,3269,3.5
32,1373,3.5
32,2430,4.0
32,15843,2.5
32,1815,3.0
32,3490,2.5
32,1263,4.0
32,2742,5.0
32,5283,3.5
32,12182,3.0
32,15860,4.0
32,15805,3.5
32,10573,3.5
32,15831,3.5
32,15809,4.0
32,1804,4.0
32,15864,4.0
32,11429,3.0
32,15801,3.0
32,15824,3.0
32,1812,3.5
32,15859,3.5
33,238,2.5
33,15913,4.5
33,1429,5.0
33,1852,2.0
33,26,2.5
33,244,5.0
33,1829,2.0
33,647,4.0
33,291,4.0
33,516,5.0
33,308,2.5
33,207,2.5
33,6583,2.5
33,12889,5.0
33,15893,3.5
33,13068,5.0
33,2033,2.0
33,15886,2.5
33,1525,5.0
33,706,4.0
33,4984,3.5
33,6059,2.0
33,1844,5.0
33,1838,5.0
34,231,4.0
34,1941,4.0
34,1511,4.0
34,1932,4.0
34,1933,3.5
34,1950,4.5
34,1945,4.0
34,1951,4.5
34,1940,3.5
34,1931,4.0
34,1947,2.5
34,1935,0.5
34,1938,3.0
35,1986,2.0
35,1981,3.5
35,1984,3.5
35,1989,3.0
35,1985,4.0
35,1983,3.0
35,1988,3.5
35,1975,3.5
35,1982,3.0
36,2035,3.0
36,2034,3.5
36,1684,3.5
36,1004,3.0
36,2031,1.5
36,2032,3.0
36,46,2.5
37,2055,5.0
37,2075,5.0
37,2060,3.0
37,15918,4.0
37,4509,5.0
37,1673,2.5
37,2056,5.0
37,2077,5.0
37,1553,5.0
37,2043,3.5
37,2052,5.0
37,1131,3.5
37,2044,0.5
37,2069,4.5
37,2054,5.0
38,15945,4.5
38,15964,4.0
38,15941,3.5
38,2784,4.5
38,15987,5.0
38,2159,2.5
38,5154,4.0
38,15946,3.5
38,994,2.5
38,6667,3.5
38,15967,3.5
38,17682,3.5
38,15924,3.5
38,2161,3.0
38,577,3.5
38,13789,3.5
38,26,0.5
38,597,4.0
38,16009,2.5
38,5918,4.5
38,2143,5.0
38,15955,4.5
38,15976,4.0
38,4022,4.5
38,1337,4.5
38,15923,2.0
38,3703,5.0
38,2160,2.5
38,1489,2.5
38,8234,4.0
38,4163,4.5
38,2142,5.0
38,15926,2.0
38,2132,3.0
38,2150,5.0
38,15932,3.5
39,2185,3.0
39,1486,4.0
39,2184,4.0
39,2183,2.0
39,1012,2.5
40,2202,3.5
40,522,4.5
40,2200,3.5
40,2203,3.5
40,2198,4.0
41,107,5.0
41,2256,5.0
41,2232,4.0
41,16014,5.0
41,2252,4.0
41,2266,4.5
41,563,5.0
41,2230,5.0
41,2243,4.5
41,2241,4.0
41,1464,2.5
41,2238,4.5
41,2248,5.0
41,1322,2.5
41,28,4.0
42,16084,5.0
42,16074,0.5
42,2312,3.0
42,2232,5.0
42,16093,0.5
42,2311,1.5
42,9318,5.0
42,1116,5.0
42,16080,1.0
42,13947,3.0
42,1140,5.0
42,16098,5.0
42,2325,5.0
43,2420,4.5
43,2407,4.0
43,2408,2.5
43,2425,4.0
43,2427,5.0
43,2422,2.5
43,2411,3.5
43,2426,3.0
44,2443,2.5
44,236,4.0
44,2441,5.0
44,752,1.0
44,2437,4.0
44,2270,5.0
44,2442,4.0
44,2438,4.5
44,2440,3.0
45,2498,5.0
45,2497,5.0
45,2478,5.0
45,2476,5.0
45,16114,5.0
45,2480,5.0
45,2477,5.0
45,16109,5.0
45,1694,5.0
45,2506,5.0
45,16106,5.0
45,2510,5.0
45,2488,5.0
45,16115,4.0
45,2482,5.0
45,1394,5.0
45,16111,5.0
45,2483,5.0
45,2484,5.0
45,2485,5.0
46,15188,5.0
46,15179,5.0
46,16138,5.0
46,16139,5.0
46,3296,5.0
46,4228,4.5
46,16135,5.0
46,15185,5.0
46,1722,4.5
46,16154,4.0
46,4372,5.0
46,2996,5.0
46,16143,5.0
46,16155,4.0
46,16136,5.0
46,14595,4.0
46,15237,5.0
46,3921,5.0
46,16133,5.0
46,4466,5.0
46,16137,5.0
46,16130,4.5
46,16131,4.0
46,4262,5.0
46,16132,4.0
46,16159,4.5
46,12477,4.0
46,16161,5.0
46,16145,3.5
46,5431,4.5
46,3839,4.5
46,5432,4.5
46,6711,3.0
46,16162,5.0
46,16188,5.0
46,6867,5.0
46,2526,2.5
46,16185,5.0
46,16142,4.0
46,1383,5.0
46,2525,4.0
46,16213,5.0
46,16190,5.0
46,2515,5.0
46,16191,5.0
46,5506,4.5
46,3688,5.0
46,16193,4.0
46,3687,5.0
46,3685,5.0
46,16119,3.5
46,2519,4.0
46,16215,3.5
46,3728,5.0
46,16202,3.0
46,2535,5.0
46,16167,5.0
46,16170,5.0
46,16169,5.0
46,16177,5.0
46,9186,4.0
46,2809,4.5
46,16203,3.0
47,2550,2.5
47,2554,4.0
47,2546,0.5
47,361,3.5
47,2556,4.0
47,2552,3.5
48,2636,4.0
48,2632,5.0
48,2630,5.0
48,592,4.5
48,2635,5.0
49,2684,5.0
49,1472,4.5
49,2655,5.0
49,2683,5.0
49,3237,4.0
49,2143,5.0
49,10328,5.0
49,12642,4.0
49,2656,5.0
49,16302,4.5
49,2676,5.0
49,2682,5.0
49,2651,5.0
49,2672,5.0
49,16294,4.5
49,2673,2.5
49,16293,3.0
49,2678,5.0
49,2649,5.0
49,2648,5.0
49,4858,5.0
49,10760,1.5
49,2665,5.0
49,904,4.0
49,246,2.5
49,2653,5.0
49,1000,4.0
49,4283,3.5
49,1302,5.0
49,2647,5.0
49,1789,4.0
49,10173,4.5
49,16224,4.0
49,2674,4.0
49,2660,5.0
50,2714,4.0
50,2695,4.0
50,2711,4.0
50,2705,4.5
50,2726,0.5
51,574,5.0
51,2765,4.0
51,2769,5.0
51,2768,4.0
51,2764,3.5
51,2766,5.0
52,2809,5.0
52,2789,4.5
52,2820,4.5
52,2792,5.0
52,2785,4.5
52,16312,4.5
52,2801,5.0
52,2815,4.0
52,2787,4.5
52,2804,4.5
52,2816,4.5
52,748,5.0
52,2812,5.0
52,2802,4.5
52,2104,4.0
53,16538,4.0
53,13829,4.5
53,2616,4.0
53,7084,5.0
53,16202,5.0
53,1597,5.0
53,16519,4.5
53,13537,2.5
53,12469,4.5
53,13325,2.5
53,16454,3.5
53,1598,5.0
53,145,5.0
53,16169,4.5
53,16540,5.0
53,2883,4.0
53,1073,4.5
53,9415,5.0
53,16554,4.0
53,16411,3.5
53,15605,5.0
53,7710,4.5
53,16553,5.0
53,16133,5.0
53,12477,5.0
53,16132,5.0
53,16131,5.0
53,3126,5.0
53,16621,4.5
53,8148,4.5
53,16636,4.0
53,487,5.0
53,3435,4.0
53,3002,4.0
53,16639,5.0
53,16617,2.5
53,3688,5.0
53,3686,5.0
53,8355,4.0
53,3171,4.5
53,16428,5.0
53,16632,4.5
53,758,2.5
53,15968,4.5
53,14074,5.0
53,16631,4.5
53,16429,4.0
53,10622,5.0
53,208,4.5
53,16514,4.0
53,16365,5.0
53,16507,5.0
53,16598,3.5
53,16497,4.5
53,16611,3.5
53,16625,5.0
53,16629,4.5
53,3727,5.0
53,1861,4.5
53,5967,4.0
53,7809,4.5
53,47,2.0
53,16552,5.0
53,3290,5.0
53,1802,5.0
53,13878,3.5
53,16549,4.5
53,7436,4.0
53,14703,3.0
54,2913,3.5
54,2921,3.0
54,2919,3.5
54,2918,3.5
54,2915,3.0
54,2916,3.0
54,1097,2.5
55,2950,5.0
55,2938,4.5
55,2954,3.5
55,2939,5.0
55,469,2.5
55,2030,5.0
55,2928,4.0
55,1518,4.0
55,2946,2.5
56,175,3.5
56,2969,2.5
56,2995,4.5
56,2996,4.5
56,2993,3.0
56,2992,4.0
56,2987,1.5
56,2985,3.5
56,2978,2.5
56,2967,5.0
56,403,4.5
56,2997,4.5
56,2971,3.0
56,1029,4.5
56,2966,2.5
57,3025,3.5
57,356,4.0
57,3022,3.5
57,1105,4.5
57,3023,5.0
57,2122,4.5
57,3019,4.0
57,3020,5.0
57,758,3.5
57,3015,4.5
57,1493,4.0
58,3041,4.0
58,16656,4.0
58,6406,3.0
58,16645,4.5
58,16665,3.0
58,3068,4.0
58,8607,4.0
58,3073,4.0
58,16669,4.0
58,92573,4.0
59,2647,3.5
59,3124,4.0
59,2526,4.5
59,3127,2.0
59,3126,4.5
60,77245,4.5
60,2717,4.5
60,3162,3.5
60,3163,4.5
60,3161,4.5
61,3170,4.0
61,3164,4.0
61,3169,3.5
61,3171,5.0
61,3165,3.5
62,3250,3.5
62,3252,4.0
62,3245,3.0
62,3244,2.0
62,3251,4.0
63,3336,2.5
63,3327,5.0
63,3332,3.5
63,3344,2.5
63,3333,3.5
63,3342,3.5
64,16807,3.5
64,16795,4.5
64,16719,4.5
64,16729,5.0
64,1421,4.0
64,16722,4.0
64,16737,5.0
64,16738,4.5
64,26,3.0
64,9023,4.0
64,7139,3.5
64,16727,4.0
64,8741,3.5
64,703,5.0
64,3382,3.5
64,1451,3.5
64,16800,3.0
64,1572,4.5
64,16748,3.5
64,408,4.5
64,23642,4.5
64,8312,4.5
64,7956,4.5
64,3199,4.0
64,6040,2.5
64,3379,4.5
64,4020,4.0
64,2985,2.5
64,3424,3.0
64,1573,4.0
64,5613,4.0
64,2441,3.5
64,16771,4.0
64,38,4.5
64,4155,3.5
64,16726,4.0
64,2444,3.0
64,37,5.0
64,1953,3.5
64,7482,4.0
64,915,4.0
64,3460,3.0
65,8127,2.5
65,13284,3.0
65,29697,4.0
65,2769,3.5
65,76946,3.5
66,3476,3.5
66,3505,3.0
66,3181,3.5
66,3502,5.0
66,1106,3.5
66,1098,4.0
66,3491,4.0
66,16856,2.0
66,67,3.5
66,16851,3.5
66,10505,4.5
66,3482,4.0
66,3484,3.0
66,2995,4.0
66,1673,4.5
66,16845,4.5
66,3503,4.5
66,1105,3.0
66,16834,3.0
66,356,3.5
66,563,2.5
66,3509,3.5
66,3510,2.5
66,3487,3.5
66,2056,4.0
66,2978,3.5
66,480,4.5
67,1934,3.0
67,8670,5.0
67,485,4.5
67,6218,5.0
67,16979,4.0
67,16958,4.0
67,5938,3.0
67,2916,4.0
67,5283,3.5
67,2001,3.5
67,16918,4.0
67,1553,1.5
67,16994,3.5
67,16987,4.0
67,1420,2.5
67,3580,4.0
67,9458,4.0
67,1915,4.5
67,411,4.0
67,17004,3.5
67,1500,1.5
67,14136,4.5
67,231,3.5
68,3685,5.0
68,3684,4.0
68,3686,2.5
68,3687,5.0
68,3688,5.0
69,2544,2.5
69,2352,4.5
69,17008,5.0
69,3716,4.5
69,3725,4.5
69,17010,4.0
69,456,4.5
69,9869,3.5
69,3735,3.5
69,47,3.5
69,3734,5.0
69,2619,5.0
69,1027,4.0
69,3724,4.0
69,1982,4.0
70,3762,5.0
70,17016,5.0
70,3767,5.0
70,3436,4.5
70,2009,3.5
70,3771,3.5
70,17019,3.5
70,5309,3.0
70,2232,5.0
70,3764,3.0
70,389,4.0
70,3752,3.5
70,3761,4.0
70,3750,3.5
70,17020,2.5
70,17024,4.5
70,2526,2.5
70,1947,3.5
70,1195,4.5
70,6843,5.0
70,915,5.0
70,3753,4.5
70,3754,4.0
70,3774,4.0
71,3822,4.5
71,3820,4.5
71,11528,4.5
71,886,4.0
71,22973,5.0
71,3830,5.0
71,795,4.5
72,3890,2.5
72,3888,4.5
72,3881,3.5
72,3884,4.5
72,18,4.0
72,3887,4.0
72,3882,3.5
73,605,4.5
73,1265,4.5
73,3899,4.5
73,3896,2.0
73,1854,5.0
73,3902,5.0
73,3901,3.5
73,3897,4.0
73,3895,4.5
74,1406,4.5
74,118,4.0
74,3911,3.5
74,3912,3.5
74,3913,4.0
75,3935,3.5
75,3928,3.0
75,3921,4.5
75,3929,3.0
75,3919,5.0
75,15187,4.5
75,17056,3.0
75,1722,5.0
75,1175,3.0
75,3926,2.5
75,3936,4.0
75,3933,3.5
75,408,4.5
75,267,4.5
75,3930,2.5
75,17064,5.0
75,4781,4.0
75,3922,3.0
76,17195,5.0
76,17197,5.0
76,9754,5.0
76,282,5.0
76,17391,4.5
76,706,5.0
76,3981,4.5
76,3600,5.0
76,17616,4.5
76,14126,4.5
76,17636,5.0
76,17543,5.0
76,12580,4.5
76,3460,4.0
76,1150,4.5
76,4527,5.0
76,17459,4.0
76,13007,5.0
76,1813,5.0
76,9213,5.0
76,9584,3.5
76,17398,5.0
76,17475,4.0
76,17442,5.0
76,6567,5.0
76,17258,4.0
76,1543,5.0
76,1307,4.0
76,17085,4.0
76,1537,4.5
76,9939,5.0
76,5029,4.0
76,17285,3.5
76,17245,4.0
76,872,5.0
76,3939,5.0
76,500,5.0
76,17333,5.0
77,136,3.5
77,17698,3.0
77,17676,4.5
77,12130,3.5
77,4007,3.5
77,4018,3.5
77,17703,4.0
77,121,5.0
77,1566,3.5
77,17543,4.5
77,17670,2.5
77,4029,3.0
77,4030,3.0
77,17678,4.5
77,4002,3.5
77,4010,3.5
77,8360,2.5
77,4022,2.5
77,216,3.5
77,1080,5.0
77,4023,5.0
77,1518,5.0
77,2379,4.0
77,12578,5.0
77,1680,4.5
77,1322,5.0
77,4014,5.0
78,2296,2.5
78,40134,3.0
78,2529,3.5
78,2227,4.0
78,19,5.0
78,118,2.5
78,27209,3.0
78,237,2.5
78,4033,3.5
78,16197,2.5
78,11610,3.5
78,4042,2.5
78,12890,4.0
78,1854,1.5
78,15117,4.0
78,2849,4.0
78,358,2.5
78,20840,2.5
78,3897,3.5
78,9774,4.0
78,4041,3.5
78,22036,3.5
78,4430,3.5
79,4067,3.5
79,4075,2.0
79,2143,5.0
79,4073,3.0
79,4074,4.5
79,4068,4.0
80,118,5.0
80,3370,5.0
80,3369,5.0
80,4200,5.0
80,17720,3.5
80,4180,5.0
80,4202,5.0
80,219,4.5
80,748,5.0
80,17710,5.0
80,4198,4.0
81,3501,4.5
81,4238,4.5
81,4244,5.0
81,4234,4.5
81,4236,5.0
81,4243,5.0
81,3765,4.0
82,4254,3.0
82,4255,3.0
82,4252,3.5
82,4256,3.5
82,4253,4.0
82,4258,4.0
83,2639,2.5
83,4287,2.5
83,4288,2.5
83,4286,4.0
83,4291,3.0
83,4296,2.5
83,118,4.0
83,4285,4.0
83,4284,4.0
83,4187,4.0
84,7832,3.5
84,7108,3.0
84,7109,2.0
84,17737,3.5
84,6252,5.0
85,4396,3.0
85,4391,4.0
85,4399,3.5
85,4392,3.5
85,1853,3.5
85,4394,4.0
85,4389,4.5
85,4390,4.0
85,2941,4.0
85,4397,3.5
85,4398,4.0
86,4471,2.5
86,4469,2.0
86,4467,3.5
86,4472,3.5
86,4470,3.5
86,1306,2.5
87,2242,4.0
87,4475,5.0
87,4476,3.5
87,4478,3.0
87,4481,4.5
87,1209,4.0
87,1194,3.5
88,7372,5.0
88,17879,5.0
88,17877,4.5
88,17868,5.0
88,17878,5.0
88,17846,3.5
88,8488,4.0
88,4486,3.0
88,4490,3.5
88,4492,4.0
88,8489,4.0
88,4491,3.5
88,2820,3.5
88,1349,4.0
88,5977,5.0
88,17881,4.0
88,2535,5.0
88,3685,5.0
88,17861,3.5
88,1029,4.5
88,2526,3.5
88,4496,4.0
88,17863,4.5
88,17862,3.0
88,2527,4.0
88,11046,4.0
88,16680,5.0
88,4487,5.0
88,4494,5.0
88,336,5.0
88,7547,3.0
88,2885,4.0
88,17876,3.5
88,2052,5.0
88,1407,5.0
88,4499,5.0
88,2055,5.0
88,4495,5.0
88,6063,2.5
88,6061,3.5
88,17860,4.0
88,17873,4.0
88,4781,3.5
88,4502,4.0
89,714,5.0
89,4556,4.5
89,4528,3.0
89,4530,4.0
89,2784,4.5
89,4540,5.0
89,4532,4.5
89,219,4.0
89,4542,4.0
89,4549,5.0
89,4543,5.0
89,4551,4.5
90,4646,4.0
90,4645,3.0
90,4642,3.5
90,4626,4.0
90,1707,4.0
90,4634,3.5
90,4633,5.0
90,4624,4.0
90,4637,3.5
90,4643,3.5
90,4636,3.5
90,752,2.5
90,4639,3.5
90,4641,5.0
90,773,4.0
90,3416,3.5
90,1504,3.5
90,4638,3.5
91,19223,3.0
91,6612,4.5
91,19308,4.0
91,4678,3.0
91,4662,2.0
91,4680,3.0
91,4685,4.0
91,4666,3.5
91,4682,1.5
91,1207,3.5
91,4516,2.0
91,4677,3.0
91,1721,3.5
91,4673,3.0
91,800,2.5
91,4665,2.5
91,4520,4.0
92,4764,5.0
92,17886,4.5
92,5175,5.0
92,17899,5.0
92,752,4.0
92,1376,5.0
92,1051,5.0
92,17898,5.0
92,17893,4.5
92,17929,4.5
92,17896,4.5
92,8940,4.5
92,4762,5.0
92,17306,4.5
92,3454,4.0
92,37,5.0
92,2444,3.5
92,101,5.0
92,8937,4.0
92,228,4.0
92,2995,4.5
92,2868,2.5
92,6382,5.0
92,1922,5.0
92,11311,4.0
92,4729,5.0
92,3419,5.0
92,6860,5.0
92,4761,5.0
92,1306,4.5
92,4303,4.5
92,647,5.0
92,3783,2.5
92,9341,4.0
92,4770,5.0
92,9168,3.5
92,17948,5.0
92,4773,4.5
92,17941,4.5
92,1148,4.5
92,17884,4.5
92,17881,4.5
92,121,5.0
92,7224,5.0
92,9391,4.5
92,4639,4.5
92,17920,4.5
92,3040,2.5
92,21570,4.0
92,17442,4.5
92,3939,5.0
92,408,5.0
92,715,5.0
92,5070,4.5
92,1435,5.0
92,1120,5.0
92,2960,4.5
92,4779,5.0
92,516,4.0
92,17542,4.5
92,5233,4.5
92,670,5.0
92,5330,5.0
92,17928,5.0
92,4759,5.0
92,17922,5.0
92,15347,5.0
92,1512,5.0
92,1178,4.5
92,17919,5.0
92,4757,5.0
92,3806,4.0
92,17914,4.0
92,337,4.5
92,17937,4.5
92,17908,4.5
92,2536,4.5
92,17939,4.5
92,4774,4.0
92,11433,5.0
92,17909,4.0
92,967,5.0
92,1793,5.0
92,12537,5.0
92,1702,5.0
92,1420,5.0
92,17930,5.0
92,872,4.0
92,211,4.5
92,17947,5.0
92,4543,4.5
92,477,5.0
92,7541,2.5
92,1078,5.0
92,4763,5.0
92,11310,5.0
92,4766,5.0
92,17903,5.0
92,14982,4.5
92,8412,4.5
93,237,4.0
93,4827,3.5
93,20585,4.0
93,4830,4.0
93,4826,2.5
93,105288,2.5
93,4828,4.5
94,14338,3.5
94,4848,3.0
94,17950,3.5
94,7857,3.0
94,4863,4.0
94,4840,4.0
94,118,3.5
95,118,3.5
95,4871,5.0
95,4874,4.5
95,358,1.5
95,4869,3.0
95,748,5.0
96,497,0.5
96,4942,0.5
96,1451,2.0
96,4944,2.5
96,4941,4.5
97,4965,4.5
97,4969,4.5
97,4949,3.5
97,1194,4.5
97,7530,1.5
97,4948,1.5
97,2802,4.0
97,3789,5.0
97,4968,3.0
97,17990,4.5
97,1779,4.0
98,5017,4.0
98,5005,4.5
98,5007,4.0
98,5000,3.5
98,3189,4.0
98,3636,4.0
98,5012,4.0
98,5004,4.0
98,5014,2.0
98,1729,2.5
99,3234,4.5
99,5033,4.0
99,281,4.5
99,1452,4.5
99,1577,3.0
99,5031,5.0
99,5029,4.0
99,5027,4.5
99,1537,4.0
100,5056,4.0
100,5054,4.0
100,5050,3.5
100,5046,3.5
100,5048,4.0
100,3032,4.0
101,3803,4.0
101,10173,4.0
101,4473,3.5
101,2244,3.5
101,2802,3.0
101,5396,3.5
101,16245,4.0
101,3629,4.0
101,63847,4.0
102,18024,5.0
102,3290,5.0
102,5150,5.0
102,5153,5.0
102,5158,5.0
102,5155,5.0
102,18041,5.0
102,5148,5.0
102,5156,5.0
102,18234,5.0
102,18140,5.0
102,18275,4.0
102,18055,5.0
102,7578,5.0
102,18037,5.0
102,5152,5.0
102,9147,5.0
102,18225,5.0
102,18054,5.0
102,3899,5.0
102,18108,4.5
103,5232,3.5
103,5235,4.0
103,5237,5.0
103,5236,4.0
103,5234,4.0
103,5233,3.0
104,5293,4.0
104,637,2.5
104,5306,5.0
104,5305,2.5
104,5299,3.0
104,5292,5.0
104,780,5.0
104,5304,2.5
105,3338,0.5
105,867,3.5
105,5316,4.0
105,11411,3.5
105,4156,5.0
105,1947,2.0
105,7839,4.0
105,5330,2.0
105,1828,5.0
106,5397,2.0
106,1872,4.0
106,4626,3.0
106,6743,3.5
106,5396,3.5
106,405,2.5
106,5395,2.5
106,2488,3.5
106,707,3.0
106,2849,4.5
106,5405,4.5
106,5404,4.5
106,1207,3.5
107,3234,4.0
107,5411,5.0
107,231,4.5
107,2816,4.0
107,5410,4.0
107,5310,4.5
107,408,4.5
107,246,4.5
107,1373,5.0
107,2802,4.0
107,211,5.0
108,5432,3.5
108,3839,4.5
108,5431,4.0
108,5434,4.0
108,2809,4.0
108,5433,4.5
109,5548,3.5
109,2391,4.0
109,1853,4.0
109,2010,4.0
109,4697,5.0
109,5553,5.0
109,5545,4.0
109,5549,3.5
109,2030,4.5
109,1908,3.5
109,24909,4.0
109,608,5.0
109,5554,5.0
109,405,3.5
110,5601,5.0
110,1401,1.5
110,401,2.0
110,5606,1.5
110,5605,1.5
110,5607,4.0
110,1680,3.0
110,3290,5.0
110,2445,4.5
110,3827,4.0
110,953,5.0
110,5600,4.0
110,5597,5.0
111,18339,4.5
111,5692,5.0
111,18333,5.0
111,1660,4.5
111,7287,4.5
111,5708,4.5
112,4291,3.5
112,5751,4.5
